linha_base,direcao_base,total_pontos_linha_base,linha_compartilhada,direcao_compartilhada,num_pontos_compartilhados,percentual_cobertura,pontos_compartilhados
435,Ida,67,455,Ida,1,1.49,"BRS 2,3,4: Jaceguai"
435,Ida,67,456,Ida,10,14.93,"BRS 1,2,3,4,I: Marquês de Sapucaí, BRS 2,3,4: Jaceguai, Fluminense Football Club, Frei Caneca, Itapiru, Joia Valansi, Marquês de Olinda, Metrô Praça Onze, Santa Maria, Universidade Santa Úrsula"
435,Ida,67,456,Volta,1,1.49,Itapiru
435,Ida,67,457,Ida,11,16.42,"BRS 2,3,4: Jaceguai, Estação São Cristóvão :: Sul, Fluminense Football Club, Joia Valansi, Marquês de Olinda, Mata Machado :: Pista Central, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe, Universidade Santa Úrsula"
435,Ida,67,483,Ida,1,1.49,"BRS 1,2,3,I: General Osório"
435,Ida,67,484,Ida,1,1.49,"BRS 1,2,3,I: General Osório"
435,Ida,67,621,Volta,1,1.49,Araxá
435,Ida,67,623,Ida,5,7.46,"BRS 2,4,5,6,7,I: Souza Franco, BRS 2,6,7: Barão de São Francisco 1, BRS 2,6,7: Luís Barbosa, Maxwell, Pereira Nunes"
435,Ida,67,625,Ida,6,8.96,"BRS 2,4,5,6,7,I: Souza Franco, BRS 2,6,7: Barão de São Francisco 1, BRS 2,6,7: José Vicente, BRS 2,6,7: Luís Barbosa, BRS 2,6,7: Viana Drummond, BRS 2,6,7: Visconde de Abaeté"
435,Ida,67,627,Volta,2,2.99,"Maxwell, Pereira Nunes"
435,Ida,67,627,Ida,3,4.48,"BRS 2,4,5,6,7,I: Souza Franco, BRS 2,6,7: Barão de São Francisco 1, BRS 2,6,7: Luís Barbosa"
435,Ida,67,630,Ida,3,4.48,"BRS 2,4,5,6,7,I: Souza Franco, BRS 2,6,7: Barão de São Francisco 1, BRS 2,6,7: Luís Barbosa"
435,Ida,67,630,Volta,2,2.99,"Maxwell, Pereira Nunes"
435,Ida,67,638,Ida,8,11.94,"BRS 2,4,5,6,7,I: Souza Franco, BRS 2,6,7: Barão de São Francisco 1, BRS 2,6,7: José Vicente, BRS 2,6,7: Luís Barbosa, BRS 2,6,7: Viana Drummond, BRS 2,6,7: Visconde de Abaeté, Maxwell, Pereira Nunes"
435,Ida,67,639,Ida,6,8.96,"BRS 2,4,5,6,7,I: Souza Franco, BRS 2,6,7: Barão de São Francisco 1, BRS 2,6,7: José Vicente, BRS 2,6,7: Luís Barbosa, BRS 2,6,7: Viana Drummond, BRS 2,6,7: Visconde de Abaeté"
435,Ida,67,SN457,Ida,11,16.42,"BRS 2,3,4: Jaceguai, Estação São Cristóvão :: Sul, Fluminense Football Club, Joia Valansi, Marquês de Olinda, Mata Machado :: Pista Central, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe, Universidade Santa Úrsula"
435,Ida,67,SN639,Ida,5,7.46,"BRS 2,4,5,6,7,I: Souza Franco, BRS 2,6,7: Barão de São Francisco 1, BRS 2,6,7: José Vicente, BRS 2,6,7: Luís Barbosa, BRS 2,6,7: Viana Drummond"
435,Ida,67,SV606,Volta,2,2.99,"Araxá, Estação São Cristóvão :: Sul"
435,Ida,67,306,Ida,9,13.43,"BRS 2,4,5,6,7,I: Souza Franco, Estação São Cristóvão :: Sul, Mata Machado :: Pista Central, Maxwell, Pereira Nunes, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe"
435,Ida,67,341,Ida,9,13.43,"BRS 2,4,5,6,7,I: Souza Franco, Estação São Cristóvão :: Sul, Mata Machado :: Pista Central, Maxwell, Pereira Nunes, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe"
435,Ida,67,363,Ida,7,10.45,"BRS 2,3,4: Jaceguai, Estação São Cristóvão :: Sul, Mata Machado :: Pista Central, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe"
435,Ida,67,SV363,Ida,3,4.48,"Estação São Cristóvão :: Sul, Praça da Bandeira :: Pista Central, Sergipe"
435,Ida,67,368,Ida,9,13.43,"BRS 2,4,5,6,7,I: Souza Franco, Estação São Cristóvão :: Sul, Mata Machado :: Pista Central, Maxwell, Pereira Nunes, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe"
435,Ida,67,SN363,Ida,6,8.96,"Estação São Cristóvão :: Sul, Mata Machado :: Pista Central, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe"
435,Ida,67,390,Ida,8,11.94,"Estação São Cristóvão :: Sul, Mata Machado :: Pista Central, Maxwell, Pereira Nunes, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe"
435,Ida,67,557,Volta,9,13.43,"BRS 1,2,3,I: General Osório, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Carlos Góis, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: João Lira, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes"
435,Ida,67,557,Ida,1,1.49,Figueiredo Magalhães
435,Ida,67,600,Ida,5,7.46,"BRS 2,4,5,6,7,I: Souza Franco, BRS 2,6,7: Barão de São Francisco 1, BRS 2,6,7: José Vicente, BRS 2,6,7: Luís Barbosa, BRS 2,6,7: Viana Drummond"
435,Ida,67,2111,Ida,9,13.43,"BRS 2,4,5,6,7,I: Souza Franco, Estação São Cristóvão :: Sul, Mata Machado :: Pista Central, Maxwell, Pereira Nunes, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe"
435,Ida,67,2110,Ida,9,13.43,"BRS 2,6,7: Visconde de Abaeté, Estação São Cristóvão :: Sul, Mata Machado :: Pista Central, Maxwell, Pereira Nunes, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe"
435,Ida,67,2114,Ida,9,13.43,"BRS 2,4,5,6,7,I: Souza Franco, Estação São Cristóvão :: Sul, Mata Machado :: Pista Central, Maxwell, Pereira Nunes, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe"
435,Ida,67,SN309,Volta,2,2.99,"BRS 1,2,3,I: Dezenove de Fevereiro, BRS 1,2,3,I: Sorocaba"
435,Ida,67,SN309,Ida,1,1.49,Biblioteca Municipal Vinicius de Moraes
435,Ida,67,309,Ida,1,1.49,Biblioteca Municipal Vinicius de Moraes
435,Ida,67,309,Volta,3,4.48,"BRS 1,2,3,I: Dezenove de Fevereiro, BRS 1,2,3,I: Real Grandeza, BRS 1,2,3,I: Sorocaba"
435,Ida,67,601,Volta,1,1.49,Araxá
435,Ida,67,607,Volta,1,1.49,Araxá
435,Ida,67,SN636,Volta,1,1.49,Araxá
435,Ida,67,383,Ida,6,8.96,"Estação São Cristóvão :: Sul, Mata Machado :: Pista Central, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe"
435,Ida,67,2334,Volta,9,13.43,"BRS 1,2,3,I: General Osório, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Carlos Góis, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: João Lira, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes"
435,Ida,67,2335,Volta,9,13.43,"BRS 1,2,3,I: General Osório, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Carlos Góis, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: João Lira, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes"
435,Ida,67,2337,Volta,9,13.43,"BRS 1,2,3,I: General Osório, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Carlos Góis, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: João Lira, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes"
435,Ida,67,2338,Volta,9,13.43,"BRS 1,2,3,I: General Osório, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Carlos Góis, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: João Lira, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes"
435,Ida,67,201,Ida,1,1.49,Itapiru
435,Ida,67,201,Volta,1,1.49,Frei Caneca
435,Ida,67,202,Ida,2,2.99,"Itapiru, Praça Jardineira"
435,Ida,67,202,Volta,1,1.49,Frei Caneca
435,Ida,67,229,Ida,1,1.49,"BRS 1,2,3,4,I: Marquês de Sapucaí"
435,Ida,67,409,Ida,4,5.97,"BRS 1,2,3,4,I: Marquês de Sapucaí, BRS 1,2,3,I: Dezenove de Fevereiro, BRS 1,2,3,I: Real Grandeza, BRS 1,2,3,I: Sorocaba"
435,Ida,67,410,Volta,2,2.99,"Biblioteca Municipal Vinicius de Moraes, Frei Caneca"
435,Ida,67,410,Ida,7,10.45,"BRS 1,2,3,I: Dezenove de Fevereiro, BRS 1,2,3,I: Real Grandeza, BRS 1,2,3,I: Sorocaba, Gávea Trade Center, Itapiru, Padre Leonel Franca, Praça Jardineira"
435,Ida,67,415,Ida,2,2.99,"BRS 1,2,3: Carlos Góis, BRS 1,2,3: João Lira"
435,Ida,67,SN415,Ida,2,2.99,"BRS 1,2,3: Carlos Góis, BRS 1,2,3: João Lira"
435,Ida,67,422,Ida,1,1.49,"BRS 2,4: Cidade Nova"
435,Ida,67,SN422,Ida,1,1.49,"BRS 2,4: Cidade Nova"
435,Ida,67,SN133,Volta,2,2.99,"Metrô Praça Onze, Santa Maria"
435,Ida,67,426,Ida,20,29.85,"BRS 1,2,3,I: General Osório, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes, BRS 2: Bolívar, BRS 2: Constante Ramos, BRS 2: Figueiredo Magalhães, BRS 2: Francisco Sá, BRS 2: Miguel Lemos, BRS 2: Raul Pompéia, BRS 2: Santa Clara, Fluminense Football Club, Itapiru, Joia Valansi, Marquês de Olinda, Praça Jardineira, Universidade Santa Úrsula"
435,Ida,67,426,Volta,1,1.49,Itapiru
435,Ida,67,100,Volta,1,1.49,"BRS 1,2,3,I: General Osório"
435,Ida,67,105,Volta,4,5.97,"BRS 1,2,3,I: Dezenove de Fevereiro, BRS 1,2,3,I: Real Grandeza, BRS 1,2,3,I: Sorocaba, Gávea Trade Center"
435,Ida,67,105,Ida,1,1.49,Biblioteca Municipal Vinicius de Moraes
435,Ida,67,432,Ida,40,59.7,"Baden Powell, Biblioteca Municipal Vinicius de Moraes, BRS 1,2,3,4,I: Marquês de Sapucaí, BRS 1,2,3,I: General Osório, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Carlos Góis, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: João Lira, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes, BRS 2,3,4: Jaceguai, BRS 2,4,5,6,7,I: Souza Franco, BRS 2,6,7: Barão de São Francisco 1, BRS 2,6,7: Luís Barbosa, BRS 2,6,7: Viana Drummond, BRS 2,6,7: Visconde de Abaeté, BRS 2: Bolívar, BRS 2: Constante Ramos, BRS 2: Figueiredo Magalhães, BRS 2: Francisco Sá, BRS 2: Miguel Lemos, BRS 2: Rainha Guilhermina, BRS 2: Raul Pompéia, BRS 2: Santa Clara, BRS 2: Visconde de Albuquerque, Capitão César de Andrade, Fluminense Football Club, Gávea Trade Center, Itapiru, Joia Valansi, Marquês de Olinda, Maxwell, Padre Leonel Franca, Pereira Nunes, Professor Azevedo Marques, Rodolfo Albino, Terminal da PUC :: Plataforma A, Universidade Santa Úrsula"
435,Ida,67,432,Volta,2,2.99,"Itapiru, Terminal da PUC :: Plataforma A"
435,Ida,67,439,Ida,7,10.45,"BRS 2,3,4: Jaceguai, BRS 2,4,5,6,7,I: Souza Franco, BRS 2,6,7: Barão de São Francisco 1, BRS 2,6,7: Luís Barbosa, BRS 2,6,7: Visconde de Abaeté, Maxwell, Pereira Nunes"
435,Ida,67,439,Volta,3,4.48,"Biblioteca Municipal Vinicius de Moraes, BRS 1,2,3: Carlos Góis, BRS 1,2,3: João Lira"
435,Ida,67,440,Ida,2,2.99,"BRS 2: Francisco Sá, BRS 2: Raul Pompéia"
435,Ida,67,110,Ida,4,5.97,"BRS 1,2,3: Carlos Góis, BRS 1,2,3: João Lira, Metrô Praça Onze, Santa Maria"
435,Ida,67,110,Volta,1,1.49,"BRS 1,2,3,4,I: Marquês de Sapucaí"
435,Ida,67,112,Volta,2,2.99,"Biblioteca Municipal Vinicius de Moraes, BRS 1,2,3,4,I: Marquês de Sapucaí"
435,Ida,67,112,Ida,1,1.49,Gávea Trade Center
435,Ida,67,444,Ida,18,26.87,"BRS 1,2,3,I: General Osório, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes, BRS 2: Bolívar, BRS 2: Constante Ramos, BRS 2: Figueiredo Magalhães, BRS 2: Francisco Sá, BRS 2: Miguel Lemos, BRS 2: Raul Pompéia, BRS 2: Santa Clara, Fluminense Football Club, Joia Valansi, Marquês de Olinda, Universidade Santa Úrsula"
435,Ida,67,460,Ida,2,2.99,"BRS 1,2,3: Carlos Góis, BRS 1,2,3: João Lira"
435,Ida,67,461,Ida,1,1.49,"BRS 1,2,3: Farme de Amoedo"
435,Ida,67,463,Ida,3,4.48,"Figueiredo Magalhães, Metrô Siqueira Campos, Pinheiro Guimarães"
435,Ida,67,109,Volta,10,14.93,"BRS 1,2,3,4,I: Marquês de Sapucaí, BRS 1,2,3,I: Dezenove de Fevereiro, BRS 1,2,3,I: Real Grandeza, BRS 1,2,3,I: Sorocaba, Fluminense Football Club, Frei Caneca, Itapiru, Joia Valansi, Marquês de Olinda, Universidade Santa Úrsula"
435,Ida,67,109,Ida,2,2.99,"Biblioteca Municipal Vinicius de Moraes, Itapiru"
435,Ida,67,474,Ida,15,22.39,"BRS 1,2,3,4,I: Marquês de Sapucaí, BRS 2: Bolívar, BRS 2: Constante Ramos, BRS 2: Figueiredo Magalhães, BRS 2: Francisco Sá, BRS 2: Miguel Lemos, BRS 2: Santa Clara, Fluminense Football Club, Frei Caneca, Itapiru, Joia Valansi, Marquês de Olinda, Metrô Praça Onze, Santa Maria, Universidade Santa Úrsula"
435,Ida,67,474,Volta,1,1.49,Itapiru
435,Ida,67,SV474,Ida,6,8.96,"BRS 2: Bolívar, BRS 2: Constante Ramos, BRS 2: Figueiredo Magalhães, BRS 2: Francisco Sá, BRS 2: Miguel Lemos, BRS 2: Santa Clara"
435,Ida,67,476,Volta,2,2.99,"BRS 1,2,3: Carlos Góis, BRS 1,2,3: João Lira"
435,Ida,67,538,Ida,1,1.49,Biblioteca Municipal Vinicius de Moraes
435,Ida,67,538,Volta,4,5.97,"BRS 1,2,3,I: Dezenove de Fevereiro, BRS 1,2,3,I: Real Grandeza, BRS 1,2,3,I: Sorocaba, Gávea Trade Center"
435,Ida,67,SN538,Ida,1,1.49,Biblioteca Municipal Vinicius de Moraes
435,Ida,67,SN538,Volta,3,4.48,"BRS 1,2,3,I: Dezenove de Fevereiro, BRS 1,2,3,I: Sorocaba, Gávea Trade Center"
435,Ida,67,539,Ida,1,1.49,Padre Leonel Franca
435,Ida,67,539,Volta,18,26.87,"Biblioteca Municipal Vinicius de Moraes, BRS 1,2,3,I: General Osório, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Carlos Góis, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: João Lira, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes, BRS 2: Bolívar, BRS 2: Constante Ramos, BRS 2: Figueiredo Magalhães, BRS 2: Francisco Sá, BRS 2: Miguel Lemos, BRS 2: Raul Pompéia, BRS 2: Santa Clara, Gávea Trade Center"
435,Ida,67,583,Ida,11,16.42,"BRS 1,2,3,I: Dezenove de Fevereiro, BRS 1,2,3,I: Real Grandeza, BRS 1,2,3,I: Sorocaba, Fluminense Football Club, Gávea Trade Center, Joia Valansi, Marquês de Olinda, Padre Leonel Franca, São Clemente, Universidade Santa Úrsula, Vicente de Sousa"
435,Ida,67,584,Ida,17,25.37,"Biblioteca Municipal Vinicius de Moraes, BRS 1,2,3,I: General Osório, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Carlos Góis, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: João Lira, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes, BRS 2: Bolívar, BRS 2: Constante Ramos, BRS 2: Figueiredo Magalhães, BRS 2: Francisco Sá, BRS 2: Miguel Lemos, BRS 2: Raul Pompéia, BRS 2: Santa Clara"
435,Ida,67,608,Ida,1,1.49,Grajaú Tênis Clube
435,Ida,67,608,Volta,1,1.49,Araxá
435,Ida,67,498,Ida,5,7.46,"BRS 1,2,3,4,I: Marquês de Sapucaí, Frei Caneca, Itapiru, Metrô Praça Onze, Santa Maria"
435,Ida,67,433,Ida,9,13.43,"BRS 1,2,3,4,I: Marquês de Sapucaí, BRS 2,3,4: Jaceguai, BRS 2,4,5,6,7,I: Souza Franco, BRS 2,6,7: Barão de São Francisco 1, BRS 2,6,7: Luís Barbosa, BRS 2: Figueiredo Magalhães, Figueiredo Magalhães, Maxwell, Pereira Nunes"
435,Ida,67,SN474,Ida,6,8.96,"BRS 2: Bolívar, BRS 2: Constante Ramos, BRS 2: Figueiredo Magalhães, BRS 2: Francisco Sá, BRS 2: Miguel Lemos, BRS 2: Santa Clara"
435,Ida,67,553,Volta,9,13.43,"BRS 1,2,3,I: General Osório, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Carlos Góis, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: João Lira, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes"
435,Ida,67,104,Volta,9,13.43,"BRS 1,2,3,I: General Osório, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Carlos Góis, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: João Lira, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes"
435,Ida,67,485,Volta,1,1.49,Itapiru
435,Ida,67,485,Ida,11,16.42,"BRS 1,2,3,4,I: Marquês de Sapucaí, BRS 1,2,3,I: General Osório, Fluminense Football Club, Frei Caneca, Itapiru, Joia Valansi, Marquês de Olinda, Metrô Praça Onze, Praça Jardineira, Santa Maria, Universidade Santa Úrsula"
435,Ida,67,SN483,Ida,1,1.49,"BRS 1,2,3,I: General Osório"
435,Ida,67,SP309,Ida,1,1.49,Biblioteca Municipal Vinicius de Moraes
435,Ida,67,957,Ida,3,4.48,"BRS 1,2,3,I: Dezenove de Fevereiro, BRS 1,2,3,I: Real Grandeza, BRS 1,2,3,I: Sorocaba"
435,Ida,67,552,Volta,9,13.43,"BRS 1,2,3,I: General Osório, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Carlos Góis, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: João Lira, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes"
435,Ida,67,554,Volta,9,13.43,"BRS 1,2,3,I: General Osório, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Carlos Góis, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: João Lira, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes"
435,Ida,67,558,Ida,1,1.49,Figueiredo Magalhães
435,Ida,67,558,Volta,9,13.43,"BRS 1,2,3,I: General Osório, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Carlos Góis, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: João Lira, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes"
435,Ida,67,443,Ida,20,29.85,"BRS 1,2,3,I: General Osório, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Carlos Góis, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: João Lira, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes, BRS 2: Bolívar, BRS 2: Constante Ramos, BRS 2: Figueiredo Magalhães, BRS 2: Francisco Sá, BRS 2: Miguel Lemos, BRS 2: Raul Pompéia, BRS 2: Santa Clara, Fluminense Football Club, Joia Valansi, Marquês de Olinda, Universidade Santa Úrsula"
435,Ida,67,157,Ida,1,1.49,Terminal da PUC :: Plataforma A
435,Ida,67,157,Volta,15,22.39,"Baden Powell, Biblioteca Municipal Vinicius de Moraes, BRS 1,2,3,I: Dezenove de Fevereiro, BRS 1,2,3,I: Real Grandeza, BRS 1,2,3,I: Sorocaba, BRS 1,2,3: Carlos Góis, BRS 1,2,3: João Lira, BRS 2: Rainha Guilhermina, BRS 2: Visconde de Albuquerque, Capitão César de Andrade, Gávea Trade Center, Padre Leonel Franca, Professor Azevedo Marques, Rodolfo Albino, Terminal da PUC :: Plataforma A"
435,Ida,67,SN433,Ida,10,14.93,"BRS 1,2,3,4,I: Marquês de Sapucaí, BRS 2,3,4: Jaceguai, BRS 2,4,5,6,7,I: Souza Franco, BRS 2,6,7: Barão de São Francisco 1, BRS 2,6,7: Luís Barbosa, BRS 2,6,7: Visconde de Abaeté, BRS 2: Figueiredo Magalhães, Figueiredo Magalhães, Maxwell, Pereira Nunes"
435,Ida,67,SN368,Ida,9,13.43,"BRS 2,4,5,6,7,I: Souza Franco, Estação São Cristóvão :: Sul, Mata Machado :: Pista Central, Maxwell, Pereira Nunes, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe"
435,Ida,67,133,Volta,2,2.99,"Metrô Praça Onze, Santa Maria"
435,Ida,67,SV391,Ida,6,8.96,"Estação São Cristóvão :: Sul, Mata Machado :: Pista Central, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe"
435,Ida,67,108,Volta,25,37.31,"BRS 1,2,3,4,I: Marquês de Sapucaí, BRS 1,2,3,I: Dezenove de Fevereiro, BRS 1,2,3,I: General Osório, BRS 1,2,3,I: Real Grandeza, BRS 1,2,3,I: Sorocaba, BRS 1,2,3: Anibal de Mendonça, BRS 1,2,3: Farme de Amoedo, BRS 1,2,3: Garcia d'Ávila, BRS 1,2,3: Henrique Dumont, BRS 1,2,3: Teixeira de Melo, BRS 1,2,3: Vinícius de Moraes, Figueiredo Magalhães, Fluminense Football Club, Frei Caneca, Itapiru, Joia Valansi, Marquês de Olinda, Metrô Praça Onze, Metrô Siqueira Campos, Miranda Valverde, Pinheiro Guimarães, Santa Maria, Universidade Santa Úrsula, Visconde de Caravelas, Visconde de Silva"
435,Ida,67,108,Ida,1,1.49,Itapiru
435,Ida,67,606,Volta,2,2.99,"Araxá, Estação São Cristóvão :: Sul"
435,Ida,67,SN600,Ida,5,7.46,"BRS 2,4,5,6,7,I: Souza Franco, BRS 2,6,7: Barão de São Francisco 1, BRS 2,6,7: José Vicente, BRS 2,6,7: Luís Barbosa, BRS 2,6,7: Viana Drummond"
435,Ida,67,SN104,Volta,2,2.99,"BRS 2: Figueiredo Magalhães, BRS 2: Santa Clara"
435,Ida,67,163,Ida,4,5.97,"BRS 2: Figueiredo Magalhães, Figueiredo Magalhães, Metrô Siqueira Campos, Pinheiro Guimarães"
435,Ida,67,161,Ida,1,1.49,"BRS 1,2,3: Farme de Amoedo"
435,Ida,67,SV112,Ida,1,1.49,Gávea Trade Center
435,Ida,67,SV112,Volta,1,1.49,Biblioteca Municipal Vinicius de Moraes
435,Ida,67,013,Volta,2,2.99,"BRS 1,2,3,4,I: Marquês de Sapucaí, Frei Caneca"
435,Ida,67,SN353,Ida,9,13.43,"BRS 2,4,5,6,7,I: Souza Franco, Estação São Cristóvão :: Sul, Mata Machado :: Pista Central, Maxwell, Pereira Nunes, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe"
435,Ida,67,353,Ida,9,13.43,"BRS 2,4,5,6,7,I: Souza Franco, Estação São Cristóvão :: Sul, Mata Machado :: Pista Central, Maxwell, Pereira Nunes, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe"
435,Ida,67,222,Ida,7,10.45,"BRS 2,4,5,6,7,I: Souza Franco, Estação São Cristóvão :: Sul, Mata Machado :: Pista Central, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe"
435,Ida,67,585,Ida,2,2.99,"Gávea Trade Center, Padre Leonel Franca"
435,Ida,67,585,Volta,3,4.48,"Biblioteca Municipal Vinicius de Moraes, BRS 1,2,3: Carlos Góis, BRS 1,2,3: João Lira"
435,Ida,67,486,Volta,1,1.49,"BRS 1,2,3,I: General Osório"
435,Ida,67,548,Volta,1,1.49,Biblioteca Municipal Vinicius de Moraes
435,Ida,67,548,Ida,3,4.48,"BRS 1,2,3,I: Dezenove de Fevereiro, BRS 1,2,3,I: Real Grandeza, BRS 1,2,3,I: Sorocaba"
435,Ida,67,SN383,Ida,6,8.96,"Estação São Cristóvão :: Sul, Mata Machado :: Pista Central, Praça da Bandeira :: Pista Central, Professor Eurico Rabelo :: Pista Central, Rei Pelé, Sergipe"
435,Ida,67,LECD110,Ida,1,1.49,"BRS 1,2,3,I: General Osório"
435,Volta,64,636,Ida,1,1.56,Itabaiana
435,Volta,64,497,Ida,1,1.56,Terreirão do Samba
435,Volta,64,254,Volta,3,4.69,"Estação São Cristóvão :: Sul, Praça da Bandeira :: Pista Lateral, Radialista Waldir Amaral"
435,Volta,64,238,Ida,1,1.56,Itabaiana
435,Volta,64,SN238,Ida,1,1.56,Itabaiana
435,Volta,64,247,Volta,3,4.69,"Estação São Cristóvão :: Sul, Praça da Bandeira :: Pista Lateral, Radialista Waldir Amaral"
435,Volta,64,249,Volta,3,4.69,"Estação São Cristóvão :: Sul, Praça da Bandeira :: Pista Lateral, Radialista Waldir Amaral"
